ENTRY,DELTAG,UNCERTAINTY,CHARGE,REASON ENERGY COULD NOT BE ESTIMATED,,,,,,
C14050,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C14051,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C14052,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C14053,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C14054,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C14055,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C14056,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C14057,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C14058,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C14059,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C14060,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C14061,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C14062,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C14063,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C14064,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers|Unlabled atoms,,,,,,
C14065,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C14066,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C14067,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C14068,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C14069,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C14070,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C14071,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C14073,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C14074,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C14075,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C14076,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C14077,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C14078,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C14079,-158.3,2.42596,0,,,,,,,
C14080,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C14081,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C14082,41.441,2.29857,0,,,,,,,
C14083,-29.59,1.59192,0,,,,,,,
C14084,-41.199,2.21326,0,,,,,,,
C14085,-110.3,1.81722,-1,,,,,,,
C14086,-99.32,1.27929,-1,,,,,,,
C14087,-41.46,1.08418,0,,,,,,,
C14088,-94.16,1.07744,-1,,,,,,,
C14089,1.531,2.13235,0,,,,,,,
C14090,9.461,2.14658,0,,,,,,,
C14091,-43.239,2.14319,-1,,,,,,,
C14092,-110.59,1.61005,-1,,,,,,,
C14093,-122.199,2.22633,-1,,,,,,,
C14094,-191.3,1.83983,-2,,,,,,,
C14095,-180.32,1.35442,-2,,,,,,,
C14096,-122.46,1.16133,-1,,,,,,,
C14097,-175.16,1.16566,-2,,,,,,,
C14098,41.441,2.29857,0,,,,,,,
C14099,9.461,2.14658,0,,,,,,,
C14100,-122.46,1.16133,-1,,,,,,,
C14101,-43.239,2.14319,-1,,,,,,,
C14102,-29.59,1.59192,0,,,,,,,
C14103,-94.16,1.07744,-1,,,,,,,
C14104,-65.82,1.61537,0,,,,,,,
C14105,-77.429,2.23019,0,,,,,,,
C14106,-146.53,1.82914,-1,,,,,,,
C14107,-135.55,1.29616,-1,,,,,,,
C14108,-77.69,1.10404,0,,,,,,,
C14109,-130.39,1.09742,-1,,,,,,,
C14110,-87.24,1.10172,0,,,,,,,
C14111,-36.65,1.67311,-1,,,,,,,
C14112,-142.18,1.10443,-2,,,,,,,
C14113,-50.8,2.34004,-1,,,,,,,
C14114,49.66,1.87638,0,,,,,,,
C14115,-116.469,2.15101,-2,,,,,,,
C14116,-815.549,4.15383,-4,,,,,,,
C14117,-800.119,4.18514,-4,,,,,,,
C14118,-853.589,4.16355,-4,,,,,,,
C14119,-847.119,4.1741,-4,,,,,,,
C14120,-742.319,4.12475,-3,,,,,,,
C14121,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C14122,100.161,3.84326,1,,,,,,,
C14123,-25.23,2.9132,1,,,,,,,
C14124,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C14125,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C14126,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C14127,-75.94,2.77612,1,,,,,,,
C14128,110.64,2.7837,0,,,,,,,
C14129,183.78,6.4401,0,,,,,,,
C14130,-11.71,0.962346,0,,,,,,,
C14131,-39.5,2.12399,0,,,,,,,
C14132,-0.19,1.0583,0,,,,,,,
C14133,59.88,2.3867,0,,,,,,,
C14134,112.52,2.82147,0,,,,,,,
C14135,103.06,2.87301,0,,,,,,,
C14136,-20.21,1.95099,0,,,,,,,
C14137,-29.08,2.16651,0,,,,,,,
C14138,-8.48,0.899454,0,,,,,,,
C14139,-8.48,0.899454,0,,,,,,,
C14140,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C14142,34.68,1.19538,0,,,,,,,
C14143,-858.8,3.59699,-4,,,,,,,
C14144,-837.99,3.59898,-4,,,,,,,
C14145,-896.84,3.59742,-4,,,,,,,
C14146,251.85,5.3304,0,,,,,,,
C14147,85.84,2.76889,0,,,,,,,
C14148,42.3,2.71181,0,,,,,,,
C14149,-1.24,2.70037,0,,,,,,,
C14150,19.35,1.66214,1,,,,,,,
C14151,-19.35,2.11165,0,,,,,,,
C14152,-20.98,2.24563,0,,,,,,,
C14153,42.79,2.6932,0,,,,,,,
C14154,44.42,2.5317,0,,,,,,,
C14155,44.42,2.5317,0,,,,,,,
C14156,46.05,2.41364,0,,,,,,,
C14157,-50.09,9.50579,0,,,,,,,
C14158,-86.32,9.50517,0,,,,,,,
C14159,-41.94,6.85735,0,,,,,,,
C14160,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C14161,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C14162,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C14163,-53.13,1.6633,0,,,,,,,
C14164,-31.02,4.15431,-1,,,,,,,
C14165,-54.6,4.49121,-1,,,,,,,
C14166,-92.48,2.00301,0,,,,,,,
C14167,-26.81,1.35454,0,,,,,,,
C14168,-32.19,1.52432,1,,,,,,,
C14169,-33.99,1.58631,1,,,,,,,
C14170,-84.32,1.19842,0,,,,,,,
C14171,-84.32,1.19842,0,,,,,,,
C14172,-15.51,1.80628,1,,,,,,,
C14173,-4.38,1.52398,0,,,,,,,
C14174,4.3,2.06016,1,,,,,,,
C14175,-124.14,1.31742,0,,,,,,,
C14176,-22.97,9.77149,0,,,,,,,
C14177,-307.77,1.62305,0,,,,,,,
C14178,-504.31,1.87457,-2,,,,,,,
C14179,-205.232,0.750809,-2,,,,,,,
C14180,-251.32,1.61631,-1,,,,,,,
C14181,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C14182,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C14183,-77.63,2.28409,0,,,,,,,
C14184,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C14185,-5.79,9.65144,0,,,,,,,
C14186,35.37,2.42012,0,,,,,,,
C14187,48.03,2.11073,0,,,,,,,
C14188,-11.71,0.962346,0,,,,,,,
C14189,7.64,2.4231,0,,,,,,,
C14190,8.04,3.0513,0,,,,,,,
C14191,-21.12,1.91803,0,,,,,,,
C14192,13,2.04095,0,,,,,,,
C14193,13,2.04095,0,,,,,,,
C14194,-19.8,3.59603,-2,,,,,,,
C14195,18.36,1.74699,0,,,,,,,
C14196,-24.66,3.29198,-1,,,,,,,
C14197,-4.6,3.87954,0,,,,,,,
C14198,-6.52,3.83022,0,,,,,,,
C14199,41.76,2.66498,0,,,,,,,
C14200,-11.71,0.962346,0,,,,,,,
C14201,34.88,3.67568,0,,,,,,,
C14202,31.04,3.60606,0,,,,,,,
C14203,-4.6,3.87954,0,,,,,,,
C14204,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C14205,-10.27,1.17912,0,,,,,,,
C14206,-118.18,1.6152,-1,,,,,,,
C14207,-29.68,1.57058,0,,,,,,,
C14208,18.28,4.83585,0,,,,,,,
C14209,-63.02,4.35735,0,,,,,,,
C14210,-30,6.87511,0,,,,,,,
C14211,-85.65,1.89551,0,,,,,,,
C14212,103.81,3.36671,0,,,,,,,
C14213,13.4,3.48634,0,,,,,,,
C14214,-117.66,1.40793,0,,,,,,,
C14215,-47.26,1.78446,0,,,,,,,
C14216,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C14217,39.811,2.31319,0,,,,,,,
C14218,-70.04,0.746237,0,,,,,,,
C14219,-15.26,0.953132,0,,,,,,,
C14220,-47.26,1.78446,0,,,,,,,
C14221,-34.85,2.0582,0,,,,,,,
C14222,62.693,5.88113,0,,,,,,,
C14223,-61.71,2.56658,-1,,,,,,,
C14224,23.72,1.59087,0,,,,,,,
C14225,-14.32,1.75087,0,,,,,,,
C14226,-10.09,0.966343,0,,,,,,,
C14227,-104.7,1.79324,0,,,,,,,
C14228,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C14229,-11.43,1.5299,0,,,,,,,
C14230,-7.78,1.67143,0,,,,,,,
C14231,13,1.78983,0,,,,,,,
C14232,13,1.78983,0,,,,,,,
C14233,0.2,1.96418,0,,,,,,,
C14234,-1.3,2.07177,0,,,,,,,
C14235,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C14236,-25.01,1.08915,0,,,,,,,
C14237,6.29,2.27557,0,,,,,,,
C14238,-8.36,2.24667,0,,,,,,,
C14239,15.94,4.32546,0,,,,,,,
C14240,-132.36,1.58335,0,,,,,,,
C14241,-34.85,2.0582,0,,,,,,,
C14242,-50.05,4.29894,0,,,,,,,
C14243,-88.62,2.16305,0,,,,,,,
C14244,2.14,1.6447,0,,,,,,,
C14245,6.29,1.29423,0,,,,,,,
C14246,52.48,1.88953,0,,,,,,,
C14247,41.76,2.66498,0,,,,,,,
C14248,52.48,1.88953,0,,,,,,,
C14249,100.15,7.13436,0,,,,,,,
C14250,20.94,2.38692,0,,,,,,,
C14251,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C14252,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C14253,-141.7,1.23723,0,,,,,,,
C14254,-9.54,7.25562,0,,,,,,,
C14255,-18.16,4.82164,0,,,,,,,
C14256,-58.27,6.82371,0,,,,,,,
C14257,12.95,4.77567,0,,,,,,,
C14258,23.54,1.63316,0,,,,,,,
C14259,-46.57,7.23823,0,,,,,,,
C14260,-145.32,1.12853,0,,,,,,,
C14261,14.27,4.75833,0,,,,,,,
C14262,-63.88,1.18077,0,,,,,,,
C14263,10.98,2.07027,0,,,,,,,
C14264,-28.5,2.06228,0,,,,,,,
C14265,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C14266,-36.39,1.19503,0,,,,,,,
C14267,-78.84,2.88775,0,,,,,,,
C14268,76.85,5.23314,0,,,,,,,
C14269,-69.54,7.1521,0,,,,,,,
C14270,-15.26,0.953132,0,,,,,,,
C14271,-73.66,0.572718,0,,,,,,,
C14272,-13.92,0.574818,0,,,,,,,
C14273,-71.85,0.613443,0,,,,,,,
C14274,-68.16,1.11368,-1,,,,,,,
C14275,-4.71,1.51727,0,,,,,,,
C14276,79.38,2.55039,0,,,,,,,
C14277,42.64,1.91116,0,,,,,,,
C14278,104.99,2.50447,0,,,,,,,
C14279,-33.42,1.38445,0,,,,,,,
C14280,-46.85,1.6124,0,,,,,,,
C14281,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C14282,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C14283,-72.09,1.98542,0,,,,,,,
C14284,-47.26,1.78446,0,,,,,,,
C14285,-32.61,1.82072,0,,,,,,,
C14286,-47.88,2.6195,0,,,,,,,
C14287,-21.38,3.12979,0,,,,,,,
C14288,72.94,1.81768,0,,,,,,,
C14289,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C14290,-34.85,2.0582,0,,,,,,,
C14291,-81.02,1.8643,0,,,,,,,
C14292,-24.86,2.24418,0,,,,,,,
C14293,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C14294,-92.15,1.75081,-1,,,,,,,
C14295,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C14296,60.49,3.12818,1,,,,,,,
C14297,-15.76,1.70924,0,,,,,,,
C14298,-14.14,1.71149,0,,,,,,,
C14299,66.57,5.46803,0,,,,,,,
C14300,-114.42,1.48261,0,,,,,,,
C14301,8.57,2.17119,0,,,,,,,
C14302,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C14303,-18.729,4.04847,0,,,,,,,
C14304,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C14305,-26.63,1.0495,0,,,,,,,
C14306,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C14307,-31.96,4.29209,0,,,,,,,
C14308,-52.56,1.4656,0,,,,,,,
C14309,6.5,1.65688,0,,,,,,,
C14310,-42.11,2.37217,-1,,,,,,,
C14311,-8.29,0.879257,0,,,,,,,
C14312,54.84,2.40035,0,,,,,,,
C14313,-108.04,2.33062,0,,,,,,,
C14314,-99.34,2.49495,-1,,,,,,,
C14315,52.882,4.06373,0,,,,,,,
C14316,122.77,3.43483,0,,,,,,,
C14317,62.693,5.88113,0,,,,,,,
C14318,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C14319,105.67,3.2371,0,,,,,,,
C14320,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C14321,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C14322,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C14323,-24.06,1.63445,0,,,,,,,
C14324,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C14325,72.504,7.72641,0,,,,,,,
C14326,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C14327,-39.71,10.1654,0,,,,,,,
C14328,20.78,1.24642,0,,,,,,,
C14329,39.811,2.31319,0,,,,,,,
C14330,39.811,2.31319,0,,,,,,,
C14331,-16.89,1.12652,0,,,,,,,
C14332,9.75,1.92217,0,,,,,,,
C14333,89.25,5.49893,0,,,,,,,
C14334,-74.55,1.25527,0,,,,,,,
C14335,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C14336,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C14337,-12.74,2.17431,0,,,,,,,
C14338,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C14339,-19.2,2.14364,0,,,,,,,
C14340,26.96,1.60054,0,,,,,,,
C14341,-12.52,1.71824,0,,,,,,,
C14342,23.72,1.59087,0,,,,,,,
C14343,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C14344,-68.56,2.22009,0,,,,,,,
C14345,-48.8,2.25609,0,,,,,,,
C14346,-98.3,2.10214,0,,,,,,,
C14347,-55.86,1.96138,0,,,,,,,
C14348,-4.46,4.13648,0,,,,,,,
C14349,-14.33,1.71953,0,,,,,,,
C14350,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C14351,-29.87,0.98899,0,,,,,,,
C14352,4.431,2.48165,0,,,,,,,
C14353,57.84,1.64106,0,,,,,,,
C14354,52.48,1.88953,0,,,,,,,
C14355,52.48,1.88953,0,,,,,,,
C14356,52.48,1.88953,0,,,,,,,
C14357,50.96,2.3552,0,,,,,,,
C14358,47.12,2.245,0,,,,,,,
C14359,49.04,2.27305,0,,,,,,,
C14360,43.68,2.68866,0,,,,,,,
C14361,45.6,2.75846,0,,,,,,,
C14362,47.52,2.87102,0,,,,,,,
C14363,45.6,2.75846,0,,,,,,,
C14364,41.76,2.66498,0,,,,,,,
C14365,42.16,3.30111,0,,,,,,,
C14366,44.08,3.43285,0,,,,,,,
C14367,34.88,3.67568,0,,,,,,,
C14368,24.96,6.32669,0,,,,,,,
C14369,34.88,3.67568,0,,,,,,,
C14370,13,2.04095,0,,,,,,,
C14371,21.7,2.24097,-1,,,,,,,
C14372,2.68,3.49303,0,,,,,,,
C14373,2.68,3.49303,0,,,,,,,
C14374,0.76,3.40111,0,,,,,,,
C14375,0.76,3.40111,0,,,,,,,
C14376,2.28,2.85829,0,,,,,,,
C14377,2.68,3.49303,0,,,,,,,
C14378,0.76,3.40111,0,,,,,,,
C14379,0.76,3.40111,0,,,,,,,
C14380,2.28,2.85829,0,,,,,,,
C14381,9.46,3.52478,-1,,,,,,,
C14382,0.66,4.54056,-1,,,,,,,
C14383,-56.82,4.25773,0,,,,,,,
C14384,83.191,3.48685,0,,,,,,,
C14385,-9.91,0.866006,0,,,,,,,
C14386,-9.91,0.866006,0,,,,,,,
C14387,13.49,2.46329,0,,,,,,,
C14388,6.43,2.59384,0,,,,,,,
C14389,-5.56,1.98421,0,,,,,,,
C14390,-25.95,0.481142,0,,,,,,,
C14391,31.24,2.25122,0,,,,,,,
C14392,2.4,3.98491,0,,,,,,,
C14393,-51.51,1.66562,0,,,,,,,
C14394,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C14395,49.38,1.33803,0,,,,,,,
C14396,33.06,1.19215,0,,,,,,,
C14397,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C14398,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C14399,-56.58,0.99778,0,,,,,,,
C14400,-21.44,1.35891,0,,,,,,,
C14401,36.07,1.23017,0,,,,,,,
C14402,37.7,1.07366,0,,,,,,,
C14403,32.01,0.914299,0,,,,,,,
C14404,-80.56,1.42257,-1,,,,,,,
C14405,83.511,2.64538,0,,,,,,,
C14406,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C14407,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C14408,17.34,1.78126,0,,,,,,,
C14409,-11.51,2.81524,0,,,,,,,
C14410,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C14411,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C14412,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C14413,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C14414,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C14415,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C14416,103.56,2.74367,1,,,,,,,
C14417,53.262,3.94843,0,,,,,,,
C14418,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C14419,22.92,1.37299,0,,,,,,,
C14420,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C14421,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C14422,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C14423,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C14424,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C14425,-49.73,1.19036,0,,,,,,,
C14426,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C14427,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C14428,2.97,1.79468,0,,,,,,,
C14429,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C14430,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C14431,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C14432,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C14433,-120.8,2.41979,0,,,,,,,
C14434,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C14435,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C14436,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C14437,47.156,1.80901,0,,,,,,,
C14438,-24.68,2.29493,0,,,,,,,
C14439,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C14440,-60.48,2.05683,0,,,,,,,
C14441,-47.8,4.28057,0,,,,,,,
C14442,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C14443,68.06,2.17682,0,,,,,,,
C14444,4.18,2.89023,0,,,,,,,
C14445,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C14446,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C14447,44.11,1.3995,0,,,,,,,
C14448,-58.34,0.375597,0,,,,,,,
C14449,-24.26,1.89577,0,,,,,,,
C14450,28.28,1.00107,0,,,,,,,
C14451,22.59,0.951034,0,,,,,,,
C14452,-17.7,1.43971,0,,,,,,,
C14453,-5.38,1.52249,0,,,,,,,
